#;Pohlavi;Vek
1;1;22
7;0;23
11;1;23
15;0;25
16;0;20
27;0;22
33;1;29
36;0;24
40;0;24
42;0;23
48;0;20
51;0;23
56;0;20
59;0;20
72;0;20
75;0;35
76;0;23
77;1;22
82;0;24
83;1;23
86;1;20
88;0;23
92;0;21
94;0;23
118;0;21
120;0;28
134;0;22
141;0;21
155;0;23
157;0;20
166;0;20
174;1;20
197;1;19
205;0;20
207;0;21
210;0;21
222;0;21
225;0;21
232;1;20
233;0;22
235;1;20
237;1;22
247;1;20
254;1;20
259;0;27
266;0;21
274;0;23
275;0;22
293;0;24
295;1;23
296;0;19
298;0;26
300;0;22
318;0;22
322;0;21
323;0;22
324;1;21
329;0;23
334;0;22
343;0;22
344;0;24
347;0;23
348;0;27
351;0;20
361;0;20
364;0;23
367;0;22
372;0;21
375;0;21
377;0;27
382;0;20
384;0;19
386;0;20
398;0;26
404;1;25
409;0;23
419;1;23
422;0;23
423;0;22
424;1;34
442;0;23
453;0;25
455;0;19
457;1;25
458;0;21
460;0;20
461;0;19
465;1;21
467;0;21
474;0;23
488;1;20
503;0;24
510;0;20
513;0;20
515;0;28
516;0;22
517;1;25
520;0;23
522;0;21
526;1;22
527;0;20
530;0;22
537;0;20
538;0;23
540;0;23
543;1;21
554;0;20
555;0;21
558;0;34
566;0;24
568;0;20
570;0;21
574;0;21
579;0;21
580;0;24
584;1;39
587;0;23
590;1;22
597;0;22
598;1;24
611;1;20
616;1;21
618;1;24
621;0;23
628;0;22
632;0;19
633;0;23
640;0;27
643;0;22
649;0;22
660;0;36
662;1;23
665;0;20
666;0;25
672;0;24
674;0;19
676;0;20
688;0;21
700;1;20
707;1;22
710;0;21
715;0;20
719;1;23
724;1;21
726;0;22
730;0;20
732;0;20
745;0;31
752;0;23
753;0;21
760;0;23
763;0;20
766;0;20
767;0;28
775;0;19
780;0;26
788;0;20
793;0;48
796;0;21
798;1;20
799;0;20
802;0;22
804;1;22
818;0;22
822;0;31
836;0;23
839;0;26
840;0;21
848;0;25
849;0;23
852;0;26
858;1;24
859;0;24
864;1;23
868;0;20
874;1;22
878;0;18
879;1;24
881;1;26
884;0;30
891;0;21
893;0;20
894;0;23
897;0;20
902;0;23
905;0;22
908;0;23
909;0;21
923;0;21
931;0;26
937;0;24
941;0;19
942;1;24
947;0;20
958;0;23
960;0;22
967;0;26
968;0;24
988;1;25
992;0;19
